company_id,company_website,create_date,last_updated
test-company-123,https://www.testcompany.com,2025-07-11T23:04:09.115546,2025-07-11T23:23:24.189883
aef70321-283a-48c3-9b74-2630470a6cfc,https://www.microsoft.com,2025-07-11T23:04:11.216943,2025-07-11T23:23:25.850543
d8d0578a-f056-47ae-97b8-377ed476a6b5,https://emergence.ai/,2025-07-11T23:17:23.626082,2025-07-11T23:17:23.626082
test-company-123,https://www.testcompany.com,2025-07-11T23:22:31.553144,2025-07-11T23:23:24.189899
bbd58d0b-9ae8-4414-bd11-d21fc7cfdc3b,https://www.apple.com/,2025-07-11T23:22:36.688402,2025-07-11T23:23:27.665301
test-company-123,https://www.testcompany.com,2025-07-11T23:23:24.188547,2025-07-11T23:23:24.189904
fdf3b59c-350b-4fff-b9ed-bc4e6a6410f8,https://www.google.com,2025-07-11T23:40:58.410652,2025-07-12T00:07:19.133533
9dd08686-1ee0-4445-b5ce-eabccc926908,https://www.apple.com,2025-07-11T23:41:03.903915,2025-07-12T00:08:01.468613
ed5b6a3d-8b02-4656-8f93-0ce84636ce2b,http://www.commbank.com.au/,2025-07-12T11:14:19.987963,2025-07-12T11:14:19.987963
